PetID,Score,Magnitude,Language
e9df3ead7,0.3,1.1,en
258667857,0.2,1.3,en
fd3172797,0,9.2,en
8df0bb3b3,0.4,5.1,en
3d0752cd9,0.1,3.3,en
22051ab84,0.1,2.4,en
573b3ec3d,0.2,0.5,en
370fe2afb,0.2,0.5,en
dd308e46b,-0.2,0.2,en
6a763a055,0.1,0.4,en
5e4154870,0.1,0.4,en
a44d42407,0.4,1.4,en
cc8401c02,0,0.1,en
0f24b6cd6,0.1,0.1,en
49bb70e36,0.1,1.4,en
43ddb2eb4,0.4,3.4,en
dae92dd61,0.6,2.4,en
a6ac8884b,0,0,en
60ce9e319,0.3,4.5,en
5247209aa,0.9,0.9,en
19b1f4263,0,0.4,en
d50e11ec5,0.4,1.7,en
4407e70f3,0.6,2.4,en
27b6e5aca,0.5,1,en
80ebea85c,0,1,en
1bf1f95ef,0,1,en
cdab8ba8e,0.1,13.7,en
b84dad49f,0,5.1,en
f0a2122d4,0.4,1,en
1104fe6bb,0.4,3.4,en
46d88ca3e,0.3,2.7,en
b99d5d532,0.9,0.9,en
2b6d08cba,0.3,2.3,en
b9429dc85,0.3,2.3,en
c61f6507e,0.4,2.3,en
e464fcd4b,0.4,8.4,en
86379f12f,0.2,5,en
55fcdea2f,0,1.4,en
392d3346e,0.2,2.5,en
33db028cb,0.2,1.3,en
35c0c3aca,0.5,1.5,en
d080818c3,0.2,1.1,en
6f0cb510a,0.3,1.4,en
61ac3c78c,0.9,0.9,en
368b2adc1,0.3,4.5,en
2e4c1faf7,0.3,4.5,en
a85a1c8c3,0.7,2.1,en
25c7d6c3b,0.9,2.7,en
0b819602d,0.4,0.9,en
4c594983d,0.1,5.5,en
05f99fc56,0.7,2.1,en
1dfadc371,0.4,3.8,en
6d9b202c9,0,0.8,en
54791dc58,0.3,1.5,en
b36616178,0.1,0.1,en
2ac4dd8c2,0.1,0.1,en
29f54c6ff,0.2,7.5,en
48b418070,0.4,1.2,en
c7eac7b01,0.4,7.3,en
8e0d65b3e,0.1,0.2,en
9a34ddc8b,0.3,3.8,en
ff9f62e79,0.2,1.9,en
4a6ee5d02,0.2,1.9,en
474bccd75,0.8,1.6,en
e4abb93bf,0.2,0.5,en
120805f93,0,0.9,en
2acf3fdce,0.7,0.7,en
e1ecc1b26,0.2,2.5,en
a8cdba660,0,1.1,en
9bcd62ef1,0,1.3,en
c3f2f166d,0,2.8,en
687e9c33c,0,0.3,en
bb5f471dd,0.5,2.3,en
0aaf6976a,0.2,14,en
45600eaab,0,1.2,en
dcba09ff1,0.3,0.9,en
d7f938acd,0,1.5,en
ea11b6f12,0.1,1.7,en
3332eb59c,0.4,1.3,en
b3e19ff68,0.4,2.5,en
594e3dc3f,0,0.3,en
fbb112b7e,0.8,1.6,en
d14d62508,0.8,1.6,en
5de61cf6b,0.7,1.4,en
b9590d4de,0.8,0.8,en
747c82f83,0.6,1.9,en
3004c3401,0.3,1.7,en
c737c30d7,0.4,3.9,en
03b0568b3,-0.3,0.7,en
987baa1c7,0.3,2.4,en
70b3d1f9c,0,1.8,en
27456ec0f,0.3,2.1,en
5c28a8cec,0.3,3,en
2c8ae4c7e,0,2.1,en
cd7bea671,0.6,1.2,en
7bda94ad0,0.3,8.4,en
ab4b4681b,0.8,0.8,en
aa189a931,0.3,1.1,en
d0bc14f47,0,0.2,en
eab8c8c03,-0.1,0.3,en
3b4a987ba,0.2,8.7,en
1bbb46822,0.5,1.1,en
5c546c236,0.4,0.9,en
702bee848,0.2,5.1,en
66757255c,0.6,3.2,en
0b0f596b5,0,0,en
938bcf142,0.5,3.2,en
bea72e6c5,0.2,3.5,en
52e555a3a,0.3,2.4,en
3998bcfec,0.1,1.1,en
e62e5aa26,0.2,2.7,en
933e0a3e8,0.2,4.3,en
1eb8a0278,0.3,1.1,en
d5df16a32,0.3,5.6,en
06296e4e2,0.3,2.3,en
207d61997,0,1.2,en
38a81271c,0.1,5.8,en
65d10be4d,0.2,2.7,en
c7b468b32,0,0,en
6df350974,0,0,en
249112486,0,0.6,en
8f85e69ee,0.4,4.4,en
b243b8e93,-0.2,3.9,en
89523a695,0.2,2.8,en
4f0eacbdd,0,0,en
b5fcc079e,0.1,4.3,en
53976b229,0.4,6.9,en
f4ed1a08e,0.6,4.2,en
2f3227612,0.6,4.2,en
ba66a7a82,0.6,0.6,en
d4e83ee5b,0.1,0.8,en
00a1f270a,0.8,0.8,en
74e316be1,0.3,1.2,en
039509c40,0.2,0.9,en
eeb60466e,-0.1,3.3,en
c6cdbebfa,0.9,0.9,en
82137b39f,0.4,2.8,en
28b64c198,0.2,1.1,en
f70251906,0,2,en
9d76ed82f,0,2,en
e83f846eb,0.6,0.6,en
60b9421cc,0.3,3.8,en
72a7cb335,-0.2,0.8,en
0bd4aed6b,0.8,0.8,en
ae03f99f2,0.1,3.2,en
5a1010bca,0.5,2.2,en
6a5c652b5,0.1,0.6,en
040771e8e,0.2,2.9,en
706a9cd5c,0.3,2,en
62550cf78,-0.2,0.2,en
701c5afba,0.1,0.1,en
d0fcfeb0f,0.4,2.1,en
7bce76c66,0.8,1.6,en
3b0b88ac2,0,0,en
a88d34ee3,0.1,1.1,en
061378b30,0.8,1.7,en
fc1457818,0.3,3.2,en
a27f0cc49,0.8,2.5,en
728c78b39,0.3,2.3,en
6c054c4ef,0.3,0.6,en
d5b9e0322,0.3,1.9,en
a2dc697f6,0.1,0.8,en
b04b200fa,0,0.1,en
be7b65c23,0.1,2.7,en
e37f4aa07,0.1,2.7,en
7de2f688b,0.3,1.7,en
e7020fa9a,0,0,en
752491221,0.5,2.6,en
c2346525a,0.5,1.1,en
bc7361016,0.8,0.8,en
66201cf73,0.1,4.5,en
b7359384d,0.2,2.8,en
be23e42d0,0.5,1.5,en
1c59cecac,0.1,0.1,en
e7e1904f4,0.8,0.8,en
2e3bfe5a9,0.4,1.8,en
13f07ee9a,0.8,1.6,en
d78d1dec0,0.1,0.6,en
821bd9373,0.1,0.6,en
720db9cb3,0.8,0.8,en
0443d6f82,-0.1,1.5,en
67efce2e0,0.1,4.6,en
fa1a30192,0,0.3,en
c675f3b10,0,2.7,en
6e3d78857,0,0,en
d4d6997e3,0.4,0.4,en
d13d93f69,0,1.5,en
d8715d47e,0.3,7.3,en
c15b3c9f1,0.2,0.7,en
3bef75882,-0.1,11.7,en
60bf93971,0.2,0.5,en
e9eeadf82,0,1.5,en
a4530b1d0,0.4,1.5,en
da6bb3100,0.3,0.9,en
79669f807,0.2,2.6,en
3af2b1473,0.4,2.7,en
0f0f81a37,0.4,1.3,en
b8976d821,0,1.7,en
9eb98f34c,0,0,en
e317b2a73,0.1,2.5,en
ebd78e1d4,0.4,9.6,en
0822c54d5,0,1.3,en
4036e0e12,0.5,3.7,en
f34d62be0,0.3,7.8,en
2a7b5edbf,-0.7,0.7,en
18042e473,-0.7,0.7,en
dc99804de,0.5,1.6,en
0fb490c9b,0,3.6,en
284be445a,0.2,0.8,en
a831df76b,0.2,0.8,en
145883970,0.9,0.9,en
e3d9dc96d,0,0,en
9a64e72cf,0.3,6.5,en
6e643eba1,0,6.1,en
a1b3dafc9,0.9,1.8,en
fe88a5777,0.9,1.8,en
bda2d149e,0.4,4.4,en
6cb5381cb,0,0,en
366a03818,0.3,2.3,en
732d546b4,0.3,2.3,en
a8a8f95f6,0.5,2.8,en
0b4bb9906,0.3,1,en
5eeb10b7a,0.1,1.5,en
f03b04b1e,0.8,0.8,en
a672ea96d,0.2,0.2,en
4df43033d,0,0.8,en
d25638f81,0.6,1.8,en
aafb75ee8,0.4,0.9,en
e9cf01a21,0.3,1.9,en
1c74d62ed,0.9,0.9,en
2148c2ef6,0.3,6.3,en
f0bb05fc7,0.3,6.3,en
479500716,0.2,2.2,en
1afdf61ec,0,0,en
b4d0c60b6,-0.1,4.9,en
110d4487e,0.2,3.9,en
27cede3cf,0.5,0.5,en
99dcd9020,0,0,en
4cb8fe436,-0.1,2.7,en
a13ed5e9d,0,0,en
7adc5209e,0.2,3.3,en
0a8ee7520,0.1,1.4,en
82aa52460,0.6,1.3,en
4c9f111f1,0.6,1.9,en
eb6c692dc,0.9,0.9,en
d096658bb,-0.2,0.4,en
109c4f5a8,0.3,2.5,en
f8b702182,0.6,2,en
eb652ec07,0.1,0.1,en
026ebf139,0,1.6,en
6c7c5555f,0.1,3.1,en
1a9733afb,0.1,1.2,en
1a54d4e92,0.5,3.1,en
8526200d3,0,0,en
8df39788a,0.8,2.4,en
45543730,0.5,1.6,en
bf50b399e,0.5,1,en
a05289ebd,0.5,1.1,en
dee525fcd,0.1,1.9,en
ceed27182,0,0.3,en
c0a9578bb,0.5,3.2,en
66dda45c4,0.4,2.1,en
9c87d70e5,0.9,1.9,en
4574e3de4,0.9,0.9,en
794a45833,0,0,en
800a7c025,0.3,1.5,en
6c75b9082,0.5,3.1,en
6dbc5c968,0.1,0.4,en
4dad8252f,0,0,en
3f9f466d1,0,0.1,en
8bf9a6b80,0.2,2.1,en
c43ecb3e1,0.2,2.3,en
3a3ae56f1,0.2,2.3,en
172332f53,0.7,3,en
01f7fdb78,0.2,1,en
9b721dcaf,0.4,4.9,en
e20655a10,0.2,3.2,en
9718baba0,0,3.2,en
cdd7aee45,-0.1,4.2,en
86550c5dc,0.7,1.4,en
ba311fc1a,0,0,en
bb05c1ce8,-0.3,0.8,en
4060caeb1,0.1,0.1,en
e54ee8e55,0.3,2.6,en
1.66E+26,0.1,0.1,en
5a2c8a05f,0.9,0.9,en
d3d47c67d,0.7,0.7,en
8ba0c6894,0.3,3.2,en
71cc0a02e,0,0.9,en
75bbaa3fa,0,0,en
ca587cb42,0,4.1,en
b4eb7f4df,0,0,en
fd32ce3ef,0.6,2,en
a15d8c8a8,0.2,0.2,en
34cedf9bb,0.2,3.7,en
ab599a6ac,-0.1,0.7,en
81da09ea9,0,6.2,en
e736ab042,0,0.2,en
81a815ef5,0,1.2,en
0f122f712,0,0,en
58a10d0cd,0,5.1,en
3b1976326,0.1,0.5,en
30ea81bac,0.2,0.2,en
35907f15e,0.5,2.1,en
bfb33b149,0.1,1.8,en
375905770,0,0.2,en
9ec161c16,0,1.7,en
19f38a3f0,0.4,2.4,en
e2f1f5377,0.1,0.1,en
0c17e1f32,0,1,en
b912b1114,0.1,13.8,en
bd9e9d9e2,0,0,en
241dd214b,0.8,0.8,en
84874570,0.4,0.4,en
c1df421c4,0.4,0.4,en
ab9f715ad,0.3,3.4,en
3cc84c2f8,0.1,2.8,en
ee5583527,0.3,1.4,en
9a770c49a,0.2,6.4,en
e07812482,0.2,0.7,en
997db5df5,0,3.3,en
301e16ab9,0.8,0.8,en
8705145ca,0,2.4,en
6e3aad5f3,0.2,1.1,en
75a11e0f8,0.3,0.7,en
219a1308d,0.3,0.7,en
915173d4d,0.4,1.8,en
c390140c3,0.5,3.5,en
81d97fa9f,0.3,1.2,en
78b07d4e0,-0.5,0.5,en
6cd1cac68,-0.1,0.1,en
fb3bd80d1,0.4,2.4,en
51372ce91,0.1,1.8,en
1a1283447,0.3,6.8,en
4831c683c,0.1,1.5,en
90592e40c,0.4,2.9,en
e4e5ea1d2,0,0.7,en
e7a74fca8,0,0,en
a5595a935,0.2,0.2,en
c7575df7b,0.1,2.7,en
e81c6347b,0.4,2.8,en
7ee058c3d,0.4,2.8,en
4d999ee22,-0.2,0.7,en
0637293ec,0.3,5.7,en
7ead795bb,0,3.1,en
691a8b7ea,-0.3,0.3,en
fcd21f3ec,-0.2,0.9,en
9c31047a7,0,0.7,en
76d5726c4,0.6,3.9,en
03d59fc21,0.1,1.3,en
1a9e7158e,0.1,0.1,en
86afe98e6,0.2,2.5,en
0eba8b0ad,0,1.4,en
d38bcdf49,0.6,1.9,en
85a79f281,0.6,1.2,en
91c2159dd,0.1,0.6,en
91d6a2898,0.4,2.5,en
cfddf0c47,0.3,0.7,en
b102f525b,-0.5,0.5,en
dc1c9f8d5,-0.5,0.5,en
c96f9d3a8,0.1,5.9,en
072ae6d9e,0.2,2.2,en
fa94b21d1,0.1,3.5,en
b5df81f99,0.4,2.4,en
2c24655fe,0,0,en
c702e00d2,0,0,en
95d2a0bdf,0.9,0.9,en
c8208c3c9,0.3,1.2,en
9a9f6c753,0.2,5.2,en
92b89a666,0,0,en
6819ce556,0.7,2.3,en
17bdf954a,0,0.2,en
2bf834f39,0.2,2.3,en
53cd96ef8,0.2,0.9,en
da327c74b,0.3,0.3,en
10a6c97d5,0.4,2.2,en
f8d831236,0.9,0.9,en
75a4a14ac,0.4,0.9,en
df39a5468,0,0.3,en
37f127385,0,1.5,en
878e36da4,0.9,0.9,en
1ffe668f9,0.3,4.2,en
9a2f44ddf,0.1,3,en
54e2508de,0.3,2.7,en
432904c5d,0.9,0.9,en
d30b90a39,0.3,1.9,en
20559d623,0.3,1.2,en
2e1d3ae52,0.3,1.2,en
3b0b2a86a,0.5,1.5,en
64c1c412b,0.2,2.7,en
b28de653f,0.3,1.8,en
0e6dd5e23,-0.7,0.7,en
46dea66ea,0.6,2.4,en
842b21328,0.4,2.7,en
184ea777b,0.2,1.1,en
86547ad6d,0.2,32,en
ead547f1b,-0.1,0.1,en
703f38466,0.1,2.5,en
60b188249,0.6,3.8,en
845703071,0,0.2,en
3c5e8cc5d,0.3,0.3,en
9f533475e,0,0,en
0636650db,0.2,1.7,en
d8128cefd,-0.7,1.4,en
6b3614a92,-0.7,1.4,en
dd2ec7bf4,0,2,en
fcf377cce,0.7,0.7,en
fb9a96204,0.7,5.7,en
d4b028ea8,0,1.4,en
8520800b1,0,6.2,en
7f8f45a35,0.6,1.2,en
dd7ad37e7,0.1,1.5,en
c92256e41,0.8,1.6,en
caa9a4f53,0.8,1.6,en
4ef431298,0.5,1,en
044548f89,0,1.3,en
6c3a05812,0.2,0.2,en
5d1fa8ddf,0.1,1.7,en
68cdd6d6b,0.2,3,en
1171c9a41,0.3,4,en
f9994fbae,0.3,4,en
67dbd5ed9,0.2,1.1,en
129df65b1,0.1,0.1,en
cc25fb529,0.4,0.9,en
3db150833,0.2,0.2,en
3b8b38508,0.3,2,en
2e1d4e279,0,1.9,en
f4f349714,0,2.6,en
7d21dc4a8,0.6,2,en
c3cafb38c,0.7,0.7,en
a6e902691,0.2,2.3,en
e3f841674,0.6,2,en
a6423eca8,-0.8,0.8,en
2cea63a41,0,0,en
1751240fe,0.1,0.7,en
6c48c9154,0.9,0.9,en
9a3c966a9,0.2,3.1,en
ac49bdbdd,0.2,3.5,en
7fc640ad8,0.7,5.6,en
05252b175,0.7,5.6,en
27104e464,0.8,1.7,en
da8a47785,0.1,1.1,en
1aa3952c1,-0.2,4.4,en
8bac2d757,0.5,3.8,en
1ba11aaaa,-0.3,0.3,en
e5164d828,0.4,1.6,en
a0dd85af0,0.2,3.3,en
0392c0c81,0,0.4,en
fff24fcb5,0.3,1.2,en
1195168b6,0.7,0.7,en
9f7bf4f71,0,5.8,en
accca912b,0.9,0.9,en
27c4981c9,0.1,2,en
c2558c319,0,0.6,en
12d514ef2,-0.4,4.1,en
3e2cc2690,0,11.6,en
c5072890c,0,11.6,en
17e6747da,0.2,5.3,en
1f7d6b89e,0.3,1.4,en
0052dcf47,0.3,0.7,en
cdb855a69,0,3.9,en
6f93a41c5,0.4,1.9,en
23d2b8824,0.5,2.5,en
dc56ff89a,0.2,2.1,en
23379775f,0.6,5.7,en
fca85f778,0.7,1.5,en
2b3ec0f96,0.2,1.2,en
a9bfec3ba,0.2,9.5,en
8885f346b,0.8,4.4,en
33d3738f6,0.4,3.1,en
87f4ea65f,0.2,0.5,en
edf0ff7e4,0.1,1.4,en
bebab9790,0.3,1.5,en
f17d4ab32,0.2,2.4,en
97dc6aa32,0.4,1.3,en
489d05a55,0.3,6.6,en
51d8da535,0.1,0.1,en
bb4c6519d,0,0,en
9fceca5de,0.2,3.9,en
93849e2b5,0.3,2.9,en
700a93465,0.4,0.4,en
d95eabfe9,0.6,2.6,en
146d950bc,0.4,0.9,en
439f040ed,0.3,0.3,en
022d2d16e,0.3,0.3,en
e0238b8c2,0.3,0.3,en
a5b5eccb6,0.5,3.3,en
0b8614414,0.1,2.9,en
6e3457b81,-0.3,0.3,en
20d4ea30e,0.5,1.6,en
f98750599,0.2,1.6,en
2f346ac72,0.3,1.1,en
fc9b4b692,0,1.1,en
ec7775c4f,0.1,3.8,en
487abc5e1,0.4,6.2,en
06f523361,0.1,4.2,en
5c66641a1,0.2,0.4,en
ed5f14fda,0.9,1.8,en
a23f0020a,0.1,0.8,en
5a5463e17,0.2,0.8,en
518f86025,0.3,1,en
8dfe4da6a,0,2.5,en
8c93a6e28,0.9,0.9,en
94bcf0199,0.3,1.5,en
e758e4c0c,0.1,1.1,en
f2b656028,0.2,0.4,en
c69842c2a,0.1,6.8,en
fa07f7477,-0.5,0.5,en
09acd6b31,0.1,1.8,en
782eb0d9d,0.1,0.1,en
7fd7b7583,0.9,0.9,en
655cfc630,0.6,0.6,en
e9dc82251,0.4,2.1,en
2f19ac5ab,0.5,1.7,en
7687b7da2,0.4,4.5,en
203e2bd3c,0.3,6.8,en
6b0103c04,0.3,2.2,en
3f936cb8a,0.1,5,en
d0101e748,0.3,0.3,en
56583003c,0.3,0.3,en
f99a5e817,0.3,0.3,en
157e3e074,0.5,0.5,en
68731378e,-0.1,0.1,en
1e24f14d6,0.2,1,en
eb8aeff64,0.2,2.5,en
e9e06e3f6,0.2,2.5,en
79f8b048f,0,3.2,en
488bfc285,0,0.1,en
5698c00e2,0.1,2.1,en
b5aa169b4,0.2,3.5,en
846e720dc,0.4,1,en
13d0266c5,0,6.6,en
1b87c512e,0.9,1.8,en
859bcc995,0.8,0.8,en
9744dcc69,0.5,1.1,en
a2ae5fa7d,0.7,1.4,en
445c703ff,0.4,2,en
b9d6b1488,0.4,2.9,en
1ffb40e20,0,0.5,en
c0fe34d97,0.1,0.1,en
1ee56e81a,0,3,en
4e3e41b78,0.5,0.5,en
f4415e636,0.7,0.7,en
f91147e5f,0.3,5.9,en
406a1e534,0.1,0.1,en
648897870,0.1,0.1,en
2418f7929,0.1,0.1,en
2f60db1f7,-0.1,1.9,en
0e4049f6d,0.3,1,en
27268f547,0.3,1,en
113b2b57a,0,0,en
d9c54752f,0.6,4.2,en
daf1a8d08,-0.2,0.2,en
1ba69dec6,0.5,4.2,en
b744f152f,0.7,0.7,en
30908fb77,0,0,en
beb3a6da0,0.4,1.2,en
e3897d3cb,0.5,2.1,en
cfe285c5f,0,7.6,en
92caf1d01,0.8,0.8,en
37bf6da18,0.4,0.8,en
24d9b76ae,0.1,0.1,en
86953ea0b,0.4,3,en
0162634c2,0,0.1,en
c0ca6dd73,0,0,en
6f72c46b5,0.4,1.3,en
c8fc0d746,0,0.6,en
7b8924342,0.3,2.6,en
5145f87a0,0.4,3.8,en
e73038b62,0.1,0.3,en
b8bf2c090,0.1,5,en
44bba906d,0.4,1.8,en
7d1d7a4f6,0.3,2.2,en
fbaec0999,0.2,0.6,en
e936f5f63,0.3,3,en
43b277272,0.3,10.3,en
36cc00cf3,0.5,1.5,en
4fc4ac031,0.5,5.1,en
d5a027e6c,0.3,6.5,en
4bff9728d,0.5,2,en
cd4b05b8c,0.7,2.1,en
77fa5cdd7,0,0,en
f253bd6aa,0.3,7.6,en
21493e6ea,0.2,0.6,en
c5e4cfab0,0.2,4.7,en
7667378df,0.2,4.7,en
d09835201,0.2,1.4,en
a76983523,0.2,1.4,en
b6637d165,0.3,0.6,en
c60e6aff7,0.1,0.8,en
ec7517f68,0.9,0.9,en
3304185a1,-0.7,0.7,en
d7dc2efde,0.9,0.9,en
25560b530,0.7,2.9,en
59b224cc9,0.6,4.5,en
32ef0472e,0.1,2.8,en
51022a643,0,1.4,en
4f7aa1d3c,0.2,5.4,en
8b63e1b21,0.2,2.3,en
7395053bc,0.6,1.2,en
700de2c49,0.4,1.8,en
d39c87657,0.6,4.7,en
6dcbe818e,0.3,4.1,en
88030e16e,0.2,0.6,en
694caa813,-0.2,0.2,en
4eb61ccb3,0,1.6,en
99558286a,0.2,2.5,en
d9033fea0,0.3,1.6,en
8e0c995a9,0.1,4,en
eb8620132,0.6,1.3,en
b279ec774,0.5,2.6,en
261cbe336,0.1,2.2,en
e02b6a2d4,0,0.6,en
c12b5f5de,0.6,0.6,en
7f8955f6a,-0.4,1.3,en
9809485bb,0.2,0.5,en
9397426ea,0.3,6.4,en
865e968b4,0.2,1.4,en
7a25c5a12,0.2,1.4,en
cb9cffdff,0.4,3,en
b8d07c37b,0.3,2.8,en
f0ac69be1,0.4,0.9,en
80f8877f8,0.2,1.9,en
0eaa9f888,0.1,2.3,en
11960b9ed,0.7,2.3,en
9d24c695e,0.1,4.6,en
90e1edc71,0.4,6.8,en
3c273e42f,0.2,0.8,en
9dd9f107d,0.4,2.8,en
58fe1756c,0.4,1.5,en
ebbf04d10,0.5,1,en
2b4b4e40c,0,1.9,en
e7fbd95a9,0.8,0.8,en
30dbb2e50,0.5,2.3,en
1d46f1061,0.5,2.3,en
71c3f9254,-0.2,0.2,en
3d181b3c6,0.9,0.9,en
3536e1efd,0.9,0.9,en
de993d8ad,0.5,1.1,en
f8233b736,0,0,en
76e071fcb,0.5,2.6,en
d8c1859cb,0.2,1.1,en
9ef475fbe,0.2,2.8,en
2ea365a6f,0.3,0.3,en
42e7de7c0,0.4,9.1,en
71ad8e81d,-0.2,0.2,en
7ca780c35,0.4,3.6,en
c039154f9,0,2.7,en
eea0cb464,0.1,1.8,en
09c629b05,0.4,0.9,en
4be73c550,0.1,0.1,en
4683d863b,0.6,2.5,en
ff05d4438,0.6,1.8,en
6d8793638,0.2,1.2,en
79b514f79,0.7,0.7,en
9102809eb,0,2.4,en
4e7a22c99,0.9,0.9,en
8c36b62a9,0.1,1.2,en
5bda8f113,0.4,2.4,en
943e9242f,0.2,5.8,en
6d59be88d,0,0,en
181fb7dae,0.2,0.8,en
0ce98d199,0.1,1.8,en
1aef9fc86,0,4,en
b386bb45c,0.8,2.6,en
b7fa5b815,0.1,1.5,en
070faf086,0.1,2.3,en
36a216956,0.1,0.3,en
ae524a36a,0.1,0.8,en
391e0cefd,0.1,0.8,en
a0ece637e,-0.2,2.5,en
9eb042155,-0.2,2.5,en
c9646e275,0.3,3,en
7d2fe6bb6,0.4,1.8,en
154d24447,0.5,4.6,en
9e0b14cf6,-0.1,0.9,en
80fcac43d,0.4,3.1,en
a2b42f2e5,0.3,3.7,en
ba8d53f1e,0.6,0.6,en
d23a8d771,0.3,0.3,en
3697f94e1,0.3,0.3,en
0baab7556,0,0,en
6f85ce1a9,0.4,1.9,en
f24991ef7,0,1.9,en
9c263fbc4,0.3,0.9,en
a0cc9df12,0.4,5.8,en
e825b8b9f,0.3,1.8,en
c4feb7269,0.4,2.2,en
14357e2ed,0.4,2.9,en
56437112,0.4,0.8,en
abc69ab7f,0.2,4.7,en
4137d96a2,0.2,4.7,en
dd5797b7f,0.4,3.7,en
59d4947b6,0.2,0.9,en
28c005011,0.9,0.9,en
3f5f5782f,0.2,0.2,en
dc0ee2c73,0.4,4.4,en
124f45c2b,0,0,en
8908c9d99,0,1.3,en
8f21fee9f,0.3,1.2,en
bcf13ec9d,0.2,0.2,en
0f3434f36,0.1,0.3,en
311479c63,0.1,0.1,en
0b57ed86a,0.3,5.2,en
2d33077f2,0.9,1.9,en
a372e8416,0.3,1.4,en
084e4c05b,0,2.3,en
842528c2a,0.8,0.8,en
96a1bce27,0.4,0.9,en
99ba1c605,0.7,3.7,en
d2dd62cf2,0.3,1.8,en
53549acd2,0.3,3.2,en
f981112a8,0.3,2.5,en
53d6d37c8,0.3,2.8,en
8edfea832,0.6,0.6,en
d83aa1f02,0,3.6,en
9e27976e9,0,0.4,en
dbaacc7e8,0,0.4,en
3a67f200f,0.9,0.9,en
c93c0faa3,0.2,1.1,en
c9439e71b,-0.1,1.1,en
4f502df1a,0.4,1.7,en
9725bf4d2,0.4,1.3,en
53bcfd67d,0.3,2.4,en
949cb7ee9,0.5,1,en
a58d8080b,0.5,3.6,en
855de7c89,0.4,0.4,en
796774834,0.4,2.2,en
db635ae93,0.9,0.9,en
11f062cb4,-0.4,0.4,en
137916924,0.2,2.2,en
f0885aa00,0,0.5,en
c7901e98d,0.4,0.9,en
30e66b835,-0.4,0.4,en
55f34f8f5,0.4,1.7,en
1bd200942,0.1,5.7,en
f310c42f2,0.4,0.9,en
7acaea66e,0.5,2,en
5afe2ebbc,0,1,en
747359fcb,0.1,5,en
ff7ff0f3c,0.5,1.1,en
f62e604d6,0.2,4.4,en
64568c4a6,0.3,2.5,en
67221a8f8,0.1,2.9,en
2082ad764,0.4,2.6,en
8960dc21e,0.5,2.7,en
d7c661670,0.4,2.1,en
caf3220f8,0.3,3.5,en
a72a34bdf,0,2.9,en
8af4db3f3,0.4,1.7,en
0b59a57ff,0.4,1.7,en
2d837689d,0.3,3.8,en
da5ae6aa9,0.3,1.7,en
